strategy_name,variety_name,sector,side,entry_date,exit_date,entry_price,exit_price,holding_days,pnl_ratio,entry_main_score,exit_reason
策略2_仅板块互斥_6板块槽位,橡胶,化工能化,short,2025-08-15,2025-08-27,15905.0,15760.0,8,0.009116629990569003,,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,short,2025-08-18,2025-08-22,20595.0,20630.0,4,-0.0016994416120417577,,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,豆粕,油脂油料,short,2025-08-19,2025-09-01,3161.0,3054.0,9,0.03385004745333755,,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,long,2025-08-25,2025-09-09,2154.0,2214.0,11,0.027855153203342618,,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪金,贵金属,long,2025-08-26,2025-09-08,781.12,825.18,9,0.05640618598934856,,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,long,2025-08-26,2025-09-01,20715.0,20645.0,4,-0.0033791938209027277,,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,铁矿石,黑色系,long,2025-08-26,2025-09-01,776.5,766.0,4,-0.013522215067611075,,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,PTA,化工能化,short,2025-08-28,2025-09-09,4792.0,4678.0,8,0.02378964941569282,,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,short,2025-09-03,2025-09-09,20710.0,20750.0,4,-0.001931434089811685,,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,豆粕,油脂油料,long,2025-09-03,2025-09-15,3066.0,3042.0,8,-0.007827788649706457,,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,焦煤,黑色系,long,2025-09-09,2025-09-22,1123.5,1217.5,9,0.08366711170449488,0.7666666666666667,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,PTA,化工能化,long,2025-09-10,2025-09-22,4698.0,4586.0,8,-0.023839931885908897,0.2,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,沪铜,有色金属,short,2025-09-10,2025-09-12,79790.0,81060.0,2,-0.01591678155157288,0.5333333333333333,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,玉米,农产品,short,2025-09-10,2025-09-22,2197.0,2147.0,8,0.02275830678197542,0.7666666666666667,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪金,贵金属,short,2025-09-11,2025-09-23,832.84,855.44,8,-0.027136064550213754,0.3,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪锌,有色金属,long,2025-09-15,2025-09-18,22310.0,22045.0,3,-0.011878081577767817,0.5333333333333333,tp3_main_turn_down
策略2_仅板块互斥_6板块槽位,豆粕,油脂油料,short,2025-09-17,2025-09-23,3002.0,2928.0,4,0.02465023317788141,0.8333333333333334,tp3_main_turn_up
策略2_仅板块互斥_6板块槽位,沪铝,有色金属,short,2025-09-19,2025-09-26,20795.0,20745.0,5,0.0024044241404183697,1.0,tp3_main_turn_up
